x,y,v,th,gx,gy,gvx,gvy,Value_costs,Policy_costs
-0.90903175,0.16933608,0.7319145,-0.30105272,0.6694034,0.4225054,0.020123148,-0.07796054,2.3770335,1.8343824
-0.9019592,-0.34255123,0.4998529,-1.719527,0.047510505,0.6868773,-0.18510966,-0.0649024,3.2555025,2.6407752
0.33301437,-0.20240629,1.651311,-2.3376577,-0.04419465,0.16270055,0.3277065,-0.29041752,1.6535885,1.2476423
-0.8912686,-0.59446764,0.84220874,2.040869,0.3815174,-0.6203388,0.012836218,0.24639444,2.7904308,2.1778772
-0.6401682,0.9515971,1.3013074,2.9859855,-0.8347341,0.3271587,0.021647692,-0.22305642,1.9894737,1.2814348
-0.30544126,0.18505192,0.09327853,-2.9839227,0.35039818,-0.15529796,-0.2497736,0.18205109,1.2918661,0.9927478
0.86348,0.31654036,0.5249008,-2.7967625,0.62034684,0.41737187,0.36529517,0.10890398,0.69760764,0.39935535
-0.9225104,-0.076162815,0.05454564,2.9529557,0.27152762,-0.8195522,0.15500073,0.36634275,3.462201,2.790309
0.09781659,0.31214476,1.2308465,1.8586432,0.7204662,0.24155974,-0.050342657,0.3858944,1.2660288,0.8890508
-0.31550252,0.78717816,0.8694992,-0.45954072,-0.6779883,0.67941695,0.3648223,0.36453158,0.9559809,0.61022
-0.51242113,0.7671956,0.028353333,-0.7584157,0.3081091,-0.17516616,0.28486347,0.18390627,2.5578947,1.9440238
-0.98462856,0.02780366,0.4721682,-2.9949527,0.0132043,0.8146129,0.39451194,-0.38511425,3.7205741,2.838468
-0.7921388,-0.47446704,1.3123065,2.3315966,-0.64266855,-0.18493852,0.31077012,0.10807238,1.1368421,0.8359894
-0.20780969,0.6732992,0.03705156,-0.6414624,-0.8694511,-0.63415,0.092929654,0.3678688,2.3511963,1.9219582
-0.17759597,-0.51310086,0.46216476,0.26903313,0.54050255,0.3922547,-0.15725183,0.21732059,1.8086125,1.4283109
0.030879498,0.34058857,1.7417685,-2.7202835,0.3397919,0.37168023,-0.26118547,-0.2604518,1.7052631,1.2606957
-0.93376124,0.9751226,1.2453555,-1.6857198,0.7035478,-0.3816516,0.1605538,-0.13936587,3.4363637,2.8315282
-0.48425353,-0.8077451,0.46677816,-1.8103869,0.6839455,0.23430264,0.07917199,-0.03232875,3.9789474,3.0008793
-0.2307545,-0.78212154,0.37776268,-1.0728177,-0.7454516,-0.31314662,-0.19892617,-0.04307566,2.0411484,1.5127487
0.28941822,-0.6591909,1.1384326,3.102264,-0.32689852,0.034056116,-0.2870569,-0.055285167,1.3177034,1.018899
0.64023995,0.8363991,1.696765,2.8373785,0.23675579,-0.8777134,-0.25759205,-0.03653126,4.133971,3.2166743
0.39346933,-0.8948355,0.628821,3.1149218,-0.6675789,-0.8436969,0.26756907,0.21495128,1.3952153,0.9211027
-0.7884252,0.70019805,1.1104,-1.8293085,0.07179222,0.52192354,-0.04009366,-0.28122908,1.6019139,1.3025693
0.77937245,0.6916262,0.70354307,-1.675652,0.45909858,0.43376833,0.22135396,-0.06304326,0.62009573,0.3459921
-0.18139887,0.41337228,1.0469817,-2.2407649,-0.31448075,-0.5962026,-0.20338964,-0.25696912,1.4985646,1.2449155
-0.09589851,-0.9795152,0.9946462,-1.9965116,0.3809818,-0.21876268,0.30141187,0.011931992,3.1004786,2.0366936
-0.41347623,0.88341856,0.38685822,1.1518589,-0.31595048,-0.6711626,0.10568934,0.0751606,3.772249,2.9237504
-0.72766733,-0.5861143,0.9263834,-1.6978543,-0.85830545,-0.8778189,0.106467776,0.06304627,0.5167464,0.2204441
-0.14975905,0.39106667,0.058217883,2.0364513,-0.83437437,0.38624817,0.07791996,0.33379635,1.0851675,0.89609694
-0.19888127,-0.856675,1.4356753,-1.85305,0.6011517,-0.567795,0.3926826,0.115591906,3.1263158,2.0255127
0.93955004,-0.66746294,0.01593399,-1.7570503,-0.031809174,-0.2588427,-0.10797148,-0.08405342,2.1444976,1.6583904
-0.049101233,-0.29327798,0.09355438,-2.599723,0.33044857,-0.44979903,0.36038575,-0.31668225,1.5244019,1.0852146
0.8846375,-0.37424886,0.29061913,-0.122377664,0.8237964,-0.05211725,-0.26221648,0.16273856,1.1626794,0.8354814
-0.49200213,-0.8287817,1.7517259,-2.9531984,0.50057274,-0.13394265,0.29045925,0.282752,5.2191386,3.9340763
0.15310502,0.97646725,1.8990808,1.9617779,0.6428948,-0.07610124,0.37437257,0.25291595,4.263158,2.301879
0.792184,-0.9863697,1.9975241,1.3863183,0.7464888,-0.6778483,0.26572734,-0.10916462,1.4210527,0.68174815
0.006231785,-0.64466417,0.43389916,2.753406,-0.29896364,-0.13730496,0.37867314,0.13665247,0.93014354,0.712116
0.9820303,-0.2442398,0.56492245,1.5729517,-0.44447786,-0.42909014,0.060180284,-0.36145195,3.1779904,2.5349774
0.933426,-0.8784872,0.30405843,1.7914091,-0.23840718,0.15532844,0.38109404,0.026071548,2.3253589,1.9229279
-0.8420075,0.5604017,0.0016794205,-1.7085896,-0.8219732,0.16654886,-0.21290866,0.22316995,0.56842107,0.27593714
-0.6093478,-0.05955386,0.4390645,-1.6251156,-0.6427343,-0.82196367,0.31098518,0.22195545,1.0334928,0.8610984
0.45409358,-0.8414662,1.9183183,-2.690802,0.07293967,0.1949526,0.28007826,0.036391497,3.307177,2.5749521
0.5549514,0.21573305,1.4494717,-0.67009383,0.5013175,0.23045969,0.31942326,-0.16677032,0.7751196,0.51613194
-0.27447546,-0.34777987,0.06985092,2.3154857,-0.74155116,0.7804884,-0.014501286,0.3683589,2.3770335,1.7774388
-0.5626495,-0.14909184,0.4120649,1.5087953,-0.7385157,-0.06403313,0.07872176,-0.3636879,0.723445,0.5241651
-0.76858044,-0.9542333,0.66809595,2.6862195,-0.110672235,-0.68536705,0.19693008,0.2083383,2.1444976,1.7282374
-0.25796998,-0.8757565,0.12836397,0.01815348,0.18216716,-0.50380963,0.34135816,-0.09568491,1.0076555,0.71904206
-0.33862686,0.010839105,0.5623112,2.07824,-0.32151693,-0.71875453,-0.13478099,0.1464006,1.7311004,1.2424886
0.6066097,-0.21717882,0.07665956,2.7818446,0.16877489,-0.8499079,-0.31865302,-0.315551,1.9894737,1.5495834
0.78494966,-0.42548347,0.47020173,-1.3236588,-0.12703563,-0.80453074,0.08868785,-0.25103208,1.6535885,1.1510108
0.84500015,0.5276128,1.988351,-0.4575345,0.596996,0.47277826,0.11384153,-0.24381958,1.8602871,1.0506876
0.9123237,0.8204093,0.06632912,-2.3989062,-0.30666563,0.20282768,-0.29102412,-0.16368285,2.7129188,2.3164077
-0.95476913,-0.847191,0.097718716,-2.4203458,-0.58050126,-0.88414466,-0.25345334,0.08272963,0.64593303,0.38921845
0.5731416,0.2280122,1.8224188,-0.004574229,-0.76376706,0.5487058,0.044565488,-0.2225678,5.2191386,3.5284514
-0.22342706,0.9924325,0.8341048,-0.46037215,-0.64038736,-0.098809786,0.35343152,0.27611694,1.7052631,1.1985371
0.43869078,-0.01925695,1.7388868,-2.3035603,-0.16165298,-0.011558496,0.12789813,0.015839005,1.0851675,0.69408023
0.03071642,0.45347822,0.11698878,-2.3524015,0.6032375,0.17319946,-0.24373451,-0.1464325,1.1110048,0.8962135
-0.17962074,0.1663351,0.56002057,1.534662,0.40856242,-0.16908485,0.076933675,-0.18944775,2.1961722,1.648109
0.3301499,0.23680437,0.33847702,-0.22438888,0.39102498,0.02916044,-0.07232809,-0.35100532,0.67177033,0.4641639
-0.6977323,-0.22028232,0.6654599,-2.5947492,-0.60152364,-0.82874036,-0.027517414,0.029506112,0.9559809,0.5727604
-0.5840087,0.7963705,1.6062094,0.86748564,-0.47385675,0.034047425,-0.026402855,0.25886202,2.2736843,1.6798058
0.9940816,0.20573902,1.0214709,0.48028356,0.7963724,0.6919791,0.20940156,0.24261971,0.93014354,0.3299654
0.45106387,-0.98344076,0.58322835,1.5546656,-0.5936858,-0.22165732,0.06583748,0.14965205,2.015311,1.5127857
-0.48016477,-0.013002753,1.9709675,-2.7557101,-0.87038654,-0.87303895,-0.26320836,0.3027061,1.2401915,0.59207606
-0.95472765,-0.5216017,0.34624207,1.4760835,-0.39355516,-0.451026,0.19634323,0.27237412,1.0334928,0.6932298
0.11549246,-0.6482984,0.68153787,0.75420284,-0.82138306,-0.8562958,0.3691723,-0.33093116,2.3770335,1.6001343
-0.21833885,-0.6204088,0.802536,-1.1945183,-0.058076903,-0.10897633,0.2678453,0.27408957,2.0669856,1.6015136
0.10805261,0.29860544,1.525093,-3.0389197,-0.39662457,0.42498744,-0.07960763,-0.1333355,2.9196172,0.94503593
0.25507045,-0.5787629,1.7237287,2.9435635,-0.5894027,0.17945749,-0.11019941,-0.23518816,1.5760766,0.96205056
0.676224,0.7413285,1.8656918,2.0203912,0.38539577,0.40578935,-0.34875074,-0.3906932,2.6354067,1.7116399
0.13299549,0.4486512,0.5462475,-2.2069569,-0.70423615,0.7899369,-0.06783128,-0.12702242,1.5502392,1.2708275
-0.49141288,0.8343054,1.4909439,2.8642216,0.8755747,-0.00864433,0.31383505,0.39167738,5.3224883,3.880815
-0.0460099,0.9761069,1.9414726,2.00538,0.7603337,-0.5768704,-0.38012967,0.27004823,5.0899525,3.7262409
-0.105442286,-0.67390835,1.3840237,-2.8331318,0.31933865,-0.86503965,0.15761518,0.049054813,2.2220097,1.6423624
0.3141781,0.041512847,1.6670697,2.0186522,0.11287561,-0.6866984,0.04688902,-0.13661857,3.2555025,2.5386698
-0.88472676,-0.14590228,1.5915481,-1.5787108,-0.22458479,0.7673044,0.1847858,0.20970488,4.1081343,3.271999
0.5482663,0.10810804,1.2124723,0.5212917,-0.22615066,-0.8082066,0.21420746,0.08170366,3.3330145,2.523525
-0.066931725,0.8453686,0.3542043,-1.7112608,0.40475702,-0.29034355,-0.016487408,-0.19311647,1.9894737,1.5728347
-0.93740284,-0.41072917,1.1448016,-1.8816339,-0.1426256,-0.52034694,-0.2546146,0.26029727,1.7827752,1.3470924
-0.2426306,-0.17066073,0.26795173,-1.6846412,-0.38565046,-0.16412802,-0.2114832,0.03225398,0.62009573,0.38810223
0.9666712,-0.7311975,0.98393023,-2.3086112,0.14664559,0.85325146,-0.23138861,0.37986037,4.857416,3.7842698
0.8785293,0.49561393,0.34713292,1.3026756,0.40351483,0.8828513,-0.041953135,0.075517036,1.0076555,0.51998353
-0.1262815,-0.7508794,1.910705,-0.6377031,0.01420176,-0.8649762,0.15173784,-0.10704122,1.0593301,0.5564646
0.016032815,0.89721024,0.7877029,-1.9845892,-0.50534,-0.20719506,0.072576284,-0.20080237,1.7569379,1.335178
-0.9486841,0.3665129,0.37145925,-2.426445,-0.7731741,-0.7834612,0.08124824,0.16513696,1.7569379,1.19338
-0.9894086,0.030179739,1.5276726,-0.5008432,-0.70469064,0.026791513,0.109976344,0.1416451,0.67177033,0.37549618
-0.9809835,0.20455194,0.2292502,-2.868549,-0.2425823,-0.5616127,-0.20238209,-0.15744177,2.170335,1.5197763
0.38543558,-0.8269564,0.73584116,1.9034091,-0.40757194,-0.12021725,0.3320569,0.02916789,1.44689,0.84804654
-0.97170556,-0.34523702,1.8462873,-2.4791658,0.23576038,-0.4915842,0.33484465,-0.20712057,4.2114835,2.8052154
-0.34011507,0.2024051,0.48922944,-0.9441723,-0.34913433,-0.17318797,-0.33298993,-0.3514638,0.7751196,0.6497158
0.726802,-0.04248953,0.9585159,-0.11603838,-0.33176726,0.77265674,0.024967957,0.3601129,3.9789474,2.9241881
-0.10004556,-0.8187673,0.17896998,-2.8462243,-0.37387943,-0.30358592,-0.28238732,-0.04675975,1.1885167,0.97477514
-0.16632473,0.73305833,1.1222789,2.6335933,0.14831962,0.38532495,-0.063209675,-0.20582514,2.092823,1.5372918
-0.71268415,-0.275792,1.5793073,1.2794868,-0.3520527,-0.37913463,-0.15413533,-0.34060892,2.0669856,1.5279253
-0.17690718,0.30326617,0.2968502,-2.457182,0.31784573,-0.05210255,-0.08015823,-0.20427537,1.2401915,1.0482454
-0.5529585,0.05975139,0.34210348,0.51560295,-0.8576185,0.10209195,-0.3153676,-0.079711914,1.3435407,0.7432579
0.22099113,0.7739886,1.6161073,-1.7907826,0.58495224,0.781865,-0.05820737,0.08780318,1.7052631,1.2854371
-0.3697276,0.7068267,1.2893375,0.8185679,0.86997426,-0.71469796,0.24646692,0.23939843,3.5138757,2.8026588
-0.20549583,-0.9171001,0.5564563,-0.5826771,0.51830554,0.4676852,-0.3382925,0.16405936,3.307177,2.8197951
0.24966478,0.33579934,0.40858495,2.243803,-0.045745503,-0.6828463,-0.29119205,-0.14997292,2.9196172,2.3562727
0.81217194,-0.96912193,1.0398006,3.093581,0.42309624,0.7597846,0.20243625,0.338536,3.384689,2.7853513
0.6130563,0.23837245,1.1967843,0.3483455,0.14794196,0.25266644,0.126686,0.32121688,1.5502392,1.1560199
-0.41737926,0.8730353,1.4505459,2.6804411,0.89675987,0.4868102,0.29331803,-0.23756023,5.1674643,3.7894657
0.25852644,0.9076011,0.67796874,0.7482568,0.8236274,0.18198508,-0.2284433,-0.22846512,2.092823,1.5797949
0.78053343,0.72743607,1.0698107,2.7163343,0.1785745,0.70883703,0.032308485,-0.039687682,0.82679427,0.36907387
-0.98222613,0.24326384,1.7096523,-2.7682748,-0.48850116,-0.49914578,0.035883762,-0.16981255,2.2995214,1.4106334
0.06977224,-0.6879519,0.49680042,1.2492057,0.7112214,0.763852,-0.36746198,-0.27518573,2.2478468,1.8213959
0.6469171,-0.7837559,0.7884289,-2.3366017,-0.110819325,0.4665519,0.077491336,0.09851356,3.4880383,2.7939281
-0.12712729,-0.61571157,1.580288,-1.2421376,0.10747483,-0.66745555,0.31117994,-0.08297954,0.723445,0.44022715
0.7934793,0.2518289,0.0647701,-2.753083,-0.64459026,0.33508664,0.33238593,0.16672054,2.2478468,1.8082111
-0.99412453,-0.8058194,0.29905987,-2.2589176,0.3401542,-0.6504939,0.33983985,-0.21970497,3.6688995,2.7435355
0.4056902,0.026114106,0.23047853,1.7614628,-0.8272071,0.6795566,0.1598681,0.379556,2.3770335,1.7097753
0.2647978,0.015081048,0.8617104,0.08982401,0.59004307,0.4657716,0.25723338,-0.38746428,0.82679427,0.27473775
0.6478487,-0.28823054,0.23949027,-2.686235,0.86827505,0.51142716,-0.07482252,-0.3639072,1.4985646,1.1265178
-0.1909548,-0.95722604,1.5151988,-1.3658088,0.19501182,-0.576754,-0.08694162,0.14242826,2.2478468,1.0945224
0.2782128,-0.77383363,1.7168689,-3.032712,0.89403236,-0.2779706,0.08026514,-0.12828179,3.5655503,2.5428889
0.95113015,0.5381478,0.1676395,0.7993422,-0.06626312,-0.04923302,0.18329902,-0.1400259,2.7904308,2.2378654
-0.8263731,-0.9294251,0.5243465,-1.6855764,0.77791494,-0.2745864,-0.20057765,0.1306519,3.7980862,2.894189
-0.8119589,0.68961656,0.6992055,-1.7644771,-0.04009677,-0.7717676,0.35335943,0.17557316,2.5320575,2.003346
0.5657432,0.07321,1.1678468,-1.6510068,0.6709553,-0.57506216,0.30857563,-0.09854579,0.93014354,0.51966786
0.83283794,-0.07240045,0.9729409,1.6939924,0.8471736,-0.28473043,-0.0028841973,0.17624159,0.85263157,0.5952982
0.005374193,-0.4958582,0.95952475,-0.9388142,-0.49124774,-0.71728694,-0.37930498,-0.23769923,1.7311004,1.098704
-0.044938922,-0.67603314,1.8839953,1.4122795,0.018951522,0.7319714,-0.24256559,0.11516061,2.092823,1.7010124
-0.94271505,-0.07566595,0.018025994,-0.5864241,0.88080424,-0.50455105,0.3780984,0.37714535,3.8239236,3.015778
0.24771881,-0.5770525,1.8008387,-3.0090344,-0.0517897,-0.23835257,-0.070866585,-0.28112793,1.3952153,1.0048376
-0.05434537,0.6297525,0.8305416,-2.384404,0.5104202,0.89103913,0.3431081,0.2997675,2.7904308,1.9838521
0.11481309,-0.5078398,0.86564803,-1.288382,-0.040515516,-0.33983898,0.3935823,-0.0007932186,0.85263157,0.6328844
-0.8737755,0.004651904,1.0610545,-2.401545,-0.7920783,0.78339654,0.30676365,-0.21774511,2.4545455,1.7544051
0.9557457,0.131737,0.25035405,-1.6024995,-0.56023544,-0.100803524,-0.19212233,0.21215062,3.0488038,2.590427
0.21041155,-0.9360404,0.6208736,1.9266938,-0.083438374,0.2624034,-0.02202239,-0.28000164,1.6794258,1.2103851
-0.7896395,-0.63624,0.54118514,2.0860207,-0.08714432,0.83473086,-0.2513298,0.08887744,2.5578947,2.0416992
-0.7054883,-0.75116503,1.2559339,-0.80994374,-0.090832576,-0.6614439,0.007482624,0.003479433,0.87846893,0.43281758
-0.062102675,0.565809,1.4812276,2.3032992,-0.19923674,-0.5000499,-0.35718957,0.18118815,2.816268,2.2301536
0.47905898,0.21501827,1.043788,2.9058735,-0.25336596,-0.5742092,0.27672854,0.115083836,1.8602871,1.5039566
0.14699066,0.59725523,1.3436904,2.521209,-0.025071464,0.11573742,0.0791193,-0.35328197,2.3253589,1.7421515
0.53847635,-0.8381891,1.7793688,0.3098671,-0.08084993,-0.23434256,-0.28503346,0.098505974,3.1521533,2.3992317
-0.9380894,0.30722117,1.1092838,-1.6391405,0.37665725,0.71170545,-0.34343025,-0.338629,2.402871,1.8777466
-0.2817651,0.37548923,1.8047352,-0.0063902135,0.15608965,-0.16104658,0.12212334,0.27471334,1.0593301,0.58167934
0.27687633,0.9353757,1.0015637,1.5229576,0.40269527,0.53942806,0.25658312,0.1848794,1.3177034,0.7314626
0.4299667,-0.77762485,0.52861476,-2.7338884,0.1728307,0.11853497,-0.028813362,0.06528788,2.1961722,1.7281786
0.06479418,0.74637544,0.42410004,-2.5091739,-0.6799821,-0.2563532,0.089068174,-0.26560614,1.9894737,1.5053697
-0.5961431,-0.8601692,0.3897531,-1.2018522,0.8511122,0.13249704,-0.21151271,-0.18590169,3.2038279,2.4187326
0.01787126,0.38825476,1.548022,-2.6953795,0.48053372,-0.17468572,0.17042218,-0.27206975,2.1961722,1.766243
0.37756371,-0.27698028,0.18932617,1.6789907,-0.4303982,-0.8964324,0.17069583,-0.36120468,2.738756,1.8928862
0.5871223,-0.19725764,1.3926003,1.0502743,-0.6774999,-0.26198733,0.013175154,-0.130294,3.462201,2.8535585
-0.86991286,0.877404,0.16023839,-1.5029064,0.30427334,-0.5007038,0.04714055,0.06442628,3.1521533,2.6179748
-0.85497034,0.26845694,0.2502246,2.7267947,0.25123274,0.38717,-0.39525744,-0.35692245,2.170335,1.6935034
-0.94677615,-0.8656995,1.1491557,1.5336947,0.87322617,-0.8770321,0.13235846,0.30113372,3.3330145,2.7872624
-0.57984746,0.025903583,1.4623126,2.968428,0.004515767,-0.30532303,-0.2987276,0.20935507,2.2478468,1.696811
0.20974958,0.69429004,1.5360434,2.754931,-0.58950317,-0.22043401,0.36602876,0.1211422,2.2220097,1.7140483
-0.8680984,0.5315565,1.5529743,2.8509595,0.3461264,0.053826675,-0.13652058,0.011324644,4.263158,2.9970179
0.18655753,0.6916584,0.9656018,1.4142491,0.6576986,0.023146283,0.16979575,0.11950922,2.1444976,1.602112
0.99029636,-0.4267553,1.4474261,-0.63036764,0.55703396,0.68980074,-0.20661664,0.2417256,4.418182,3.2594137
-0.87010884,0.87317944,0.26358008,-3.0175736,0.3393491,0.11296992,0.234965,0.29670864,3.694737,2.9498026
0.63125217,0.85255575,0.5065261,0.208445,-0.13141139,0.08506057,0.056137085,0.24968152,2.4545455,1.9420626
-0.06791663,-0.87594855,0.77461815,-0.4371441,-0.18221039,-0.40620154,0.17807232,-0.012239409,1.1626794,0.8509072
0.18710804,0.6575147,1.4560627,-1.2640448,-0.07709227,0.31982562,0.058841612,-0.331779,0.723445,0.5276942
0.35466528,0.967353,0.21058881,0.7181592,0.1288088,-0.11161143,0.3343451,-0.05081434,2.5320575,2.029317
0.11733866,0.544755,1.9577376,0.9899326,0.613448,0.49218994,0.03495116,0.15906945,1.0593301,0.7081087
0.040885687,0.36912954,0.61328554,2.4613562,-0.855328,-0.47418085,-0.32369065,0.3110262,2.2220097,1.8266472
0.92293715,0.65382195,1.8862176,0.46720615,-0.16060263,-0.023340153,0.32277843,-0.26501295,4.366507,2.9716744
0.9008094,-0.9639555,0.96678436,0.15633833,-0.54938,0.25910515,0.21832423,-0.1030673,4.263158,3.2857018
0.9652455,-0.09854877,1.9284152,-2.962566,0.8924344,0.6364438,-0.19679384,0.13334036,2.4545455,1.484587
0.6088085,0.7808938,1.0348861,-0.23967776,0.56393915,-0.28679475,-0.27023292,0.2591618,1.8344498,1.3113416
0.2418251,-0.5046568,1.5416086,-2.1487513,0.6215719,-0.8903627,-0.11841955,-0.2479857,0.90430623,0.5107765
-0.84281874,-0.9135623,1.3084661,1.6194748,-0.72793543,-0.79307413,0.3088196,-0.26627237,1.2401915,0.82031035
