x,y,v,th,gx,gy,gvx,gvy,Value_costs,Policy_costs
0.092989564,0.36163712,0.5060115,1.5318784,0.71659833,-0.35412055,0.021757318,-0.30563617,2.8679426,2.3516939
-0.1531856,0.6756443,1.2800585,2.3110814,-0.7480688,0.19662662,-0.17174879,-0.15664168,1.9119618,1.4764092
-0.8937361,-0.0033800602,1.3582032,-3.0690503,0.44815013,-0.32768902,0.27780786,0.31326237,4.831579,3.373208
-0.7317698,0.7329289,0.36331332,2.4832697,-0.76026577,-0.41697362,0.31759825,-0.036646653,3.0746412,2.3875253
0.56221926,0.1491772,1.3166364,0.64791065,-0.86228746,0.05580604,0.16430731,-0.24682812,4.133971,3.3569179
0.18883228,0.4881071,0.7184024,-2.584136,0.3501026,0.44665796,0.3035557,0.102012776,1.2660288,0.9506178
0.88757014,-0.33987558,1.4820902,-0.14530873,-0.40239078,-0.718747,-0.29955745,0.393607,4.754067,3.2676454
-0.9098978,-0.032638192,1.5541937,-2.455694,0.74917465,0.18548183,-0.21780477,0.14136577,4.7282295,3.6390755
-0.5997448,0.9705559,1.8306353,-1.9717803,-0.57005405,0.75296694,-0.22049299,0.26883155,1.6277512,0.7380222
0.5415292,0.041602492,1.9282813,-0.24335992,0.02240138,0.6478364,0.13555694,0.20429774,3.1521533,1.8575535
0.24961805,-0.50034404,0.5046375,-1.5640216,-0.3758483,0.020411288,0.30145937,0.33293924,2.738756,1.8737586
0.27331376,0.72489464,1.938363,1.9257605,0.11732336,0.77696353,-0.12567616,-0.2801664,1.9377991,1.153878
-0.06919825,-0.8136021,1.5642539,-2.257368,-0.27201784,0.7293517,-0.096664146,0.08005085,4.676555,3.5788789
-0.29281008,-0.7520087,1.7502494,0.1911394,-0.013269424,0.6666514,0.22625132,-0.25597897,2.2220097,1.6678438
-0.9465214,0.95199096,1.6961747,0.34309825,-0.21932594,0.43730468,-0.033665895,0.05434065,1.214354,0.75698113
-0.7779398,0.26691067,0.71062064,1.2420492,-0.07547017,-0.6609492,-0.009123611,0.14122057,2.5578947,2.1764503
-0.5990325,-0.9238949,1.94161,-2.900756,0.035644196,-0.6336679,0.112172656,0.2804368,3.9014354,2.4361086
-0.9971869,-0.7023349,1.1469762,-0.6352115,-0.69291335,-0.42212743,-0.13783617,0.1771966,1.214354,0.9705161
-0.22995818,-0.34592974,0.20809269,-2.4570696,0.31626418,0.5097931,0.18570414,0.09354806,2.89378,2.3250751
0.4702121,-0.23374927,1.8578793,-2.7748456,0.3188345,0.19975011,-0.08443218,0.040174246,2.2736843,1.7976501
-0.907308,0.50101244,0.114949584,0.37983027,-0.7938727,-0.20713326,-0.25744104,0.31092864,1.214354,0.86496854
0.7358085,-0.2566465,1.2803949,-0.5174107,-0.014953959,-0.49535164,-0.0092532635,-0.1877902,2.3511963,1.737402
0.6641544,0.89177704,1.807691,2.4985695,-0.5992054,-0.8643916,-0.22383909,0.049117137,4.7282295,3.8015232
0.8760239,-0.13374257,0.2691692,2.4579208,-0.69830936,-0.7949596,-0.2649381,-0.30527002,3.6688995,2.9940789
-0.2063812,-0.9907447,0.05675471,1.6165091,0.26754478,0.39757675,0.08996649,0.3252313,2.9196172,2.4073124
0.040786386,0.32081413,1.8353543,2.6046126,0.80335236,0.22438973,0.11926746,0.35577226,3.1779904,2.2927027
-0.68844414,0.8521025,0.841014,0.3186437,-0.3760283,0.6972486,-0.050699998,-0.14206801,0.59425837,0.39259124
-0.8350941,0.057261705,1.9509792,-0.92112213,-0.41315943,0.82867545,-0.28472248,-0.09804487,3.384689,2.6361933
0.8768238,-0.09735274,1.7753733,2.4495664,0.12714829,0.6009275,-0.30097222,0.07027417,1.3952153,0.95928466
-0.83960223,-0.7932402,1.9961599,-3.0062656,0.012964403,0.34646478,-0.32111225,0.24129735,4.805742,3.293674
-0.7900251,-0.79889643,0.06991732,-1.4097688,0.6758412,0.27705,0.32020885,-0.34711456,3.9531102,2.9113827
-0.15440965,-0.22304177,1.5552645,-1.864554,-0.320663,-0.8882468,0.020228578,-0.27347013,1.0334928,0.45259297
0.2685722,-0.78677416,1.9412178,-0.094938286,-0.205438,0.80494165,-0.14036976,0.3680698,4.7282295,3.5648127
0.8900151,-0.2909795,0.8231175,2.77649,-0.7795088,-0.050198507,-0.008437824,0.21776167,2.50622,2.173176
0.9270719,-0.15981793,1.0727848,0.7214227,-0.39928767,-0.65472645,0.2837759,-0.18958092,3.8497608,2.9414287
-0.19728291,-0.97244084,1.6932396,-1.6164638,-0.24322926,-0.18322738,-0.33325306,0.30540773,3.772249,2.234097
0.78616667,-0.74041915,1.2143012,0.17235225,0.18791051,-0.8327676,-0.3489432,0.04955249,2.971292,2.17941
-0.37440646,0.036961436,1.7200433,0.9513891,-0.7512165,0.587113,-0.18507314,-0.15832105,1.6019139,1.2099497
-0.4192251,-0.7305347,0.5184505,0.11542344,-0.15178299,0.46274745,-0.353149,-0.12990747,3.1779904,2.334899
-0.7692952,-0.6272031,0.3588637,-1.8674104,0.542283,0.48319703,-0.025052357,0.17057315,4.4956937,3.632725
0.3852563,-0.7898233,1.1665574,-1.7463592,-0.012259412,-0.8102521,-0.13472076,-0.23049985,0.7492823,0.29505318
-0.7011951,-0.15542579,0.10423243,-2.1587746,-0.56247497,-0.3682293,-0.27239606,-0.149783,0.46507177,0.19183819
-0.87255013,0.063397884,0.026563406,2.6626565,0.12209909,0.41599151,0.2367611,-0.31078526,2.7904308,2.2622669
-0.8249687,0.91816795,0.3118018,3.072235,0.33889645,-0.34638155,-0.32228994,0.14162531,3.7464116,2.8827767
0.28601837,0.9478326,1.2136686,-1.9067284,0.62417,-0.17611277,0.23448764,0.071946576,1.6277512,1.2526448
-0.76268446,0.5670588,0.44936848,-1.5246916,-0.7716938,-0.64223593,-0.0009971618,0.12915531,1.9377991,1.3227446
0.62763333,-0.14671099,0.19881475,1.71125,-0.46031404,0.82016844,-0.30899057,-0.36608243,2.480383,2.0100203
0.89116895,-0.024865508,0.8976079,-2.0696046,0.51106507,-0.65321463,-0.139401,-0.32852155,1.0593301,0.602061
-0.1626283,-0.9249325,1.7784644,-2.000652,-0.28292036,0.49984133,0.33809543,0.07877507,4.831579,3.526187
0.7822596,0.5136533,0.61773753,-0.64277166,-0.6180673,-0.19681942,-0.050192833,0.17303339,3.5655503,2.8526578
-0.06350684,-0.23480654,1.4825778,-0.7396795,0.39764884,-0.88861036,0.07647639,0.21376343,4.0564594,0.66813976
-0.26958895,-0.08218765,0.2684555,-2.98684,0.45545626,-0.86947244,-0.26145196,-0.35547242,2.3770335,1.9060692
0.8446214,0.3172239,0.5661843,1.3485062,-0.06572185,0.49930072,-0.07899966,0.2076396,1.7311004,1.1790473
0.70579386,0.9834353,0.034254313,-2.4278247,0.5955666,-0.77975893,0.019221926,-0.14413224,3.384689,2.7950304
0.29837346,0.82770514,0.55503297,1.3256305,-0.18321118,0.47247005,-0.39778104,-0.3930795,2.6354067,1.9492373
0.338632,0.7031493,0.14100885,2.8276381,-0.15561469,0.47607234,0.2642069,0.286472,1.0076555,0.46095347
-0.6168343,0.7310072,0.05668819,-3.1184692,-0.20274474,-0.11675623,0.20216823,-0.26874375,2.5578947,2.1208172
-0.83670163,0.26642263,1.4183445,-1.3854254,0.54828876,-0.7764071,-0.016510868,-0.062333394,2.4545455,2.0018032
-0.60641766,0.8238559,1.6315812,-2.1622646,0.09578018,0.51294523,0.061809063,-0.36493984,2.2478468,1.6654007
0.12651646,0.36389112,0.31589293,2.929382,0.1755244,0.12754783,0.3628993,0.35406882,0.90430623,0.67930555
-0.35566437,-0.89454794,0.06687534,-2.384829,-0.3080678,-0.5618276,-0.02405758,0.018751001,0.87846893,0.63795316
-0.9454174,-0.78071296,1.0481944,2.5828311,0.7973481,0.63357466,0.07097359,0.29757515,5.141627,4.0310507
-0.059841752,-0.98971057,0.30120277,-2.804016,0.46569157,0.36318856,-0.37654424,0.3567794,3.9531102,3.138515
0.6434828,0.25083506,0.82710505,0.4304876,-0.25717276,0.050621867,-0.26091704,0.05288711,3.1779904,2.4936838
-0.86807084,0.40181828,0.17049766,-2.8985505,-0.28858927,-0.7656421,-0.017254544,-0.28655908,2.89378,2.0339143
-0.89152503,0.77011573,1.0198164,-0.21069804,-0.79991484,0.32169953,0.37373802,0.28093013,0.64593303,0.48127246
-0.5161177,0.96588874,0.28358102,-1.028421,-0.53336114,-0.4778132,0.37666288,0.032841872,2.3253589,1.921489
0.31741583,0.92247415,1.9090095,-1.6081654,0.26568308,0.5092996,-0.30327922,0.2839745,3.0488038,0.9157679
-0.81342685,-0.8465084,1.7921944,-1.7344601,0.12667021,0.38018477,0.1613814,-0.062990144,4.7282295,3.201184
0.21000874,0.91469884,1.9724306,0.6545645,0.3070933,0.58707213,0.15293026,0.31880566,1.5502392,1.0541958
0.3450923,0.123104334,0.40736723,-0.46374983,0.49496603,0.32056108,0.18723837,-0.39298853,0.41339713,0.19119781
0.6571406,0.88254917,0.51555836,-1.9927684,-0.77404976,-0.4519859,-0.23989879,0.36707178,3.1521533,2.4886284
0.27014625,-0.013011813,1.4858221,-0.44646445,0.73999465,-0.13142921,-0.21355963,-0.21534944,0.69760764,0.35801876
0.08342481,-0.670035,0.04804218,1.2398643,0.44039595,0.6043253,0.071642734,0.22432838,2.480383,1.9745219
-0.86422884,-0.8965453,1.5495981,0.117895566,-0.5681282,-0.2719601,0.21497798,-0.11295638,0.9818182,0.7468281
0.30811715,-0.26340294,0.25369358,-0.36427814,-0.45957804,0.7759332,-0.36889416,0.33053133,4.082297,3.1455984
0.021277308,0.8816234,1.1128293,3.0417664,-0.18369494,0.46311137,0.08380099,-0.14489913,1.3435407,0.94409
0.02154851,-0.8847747,0.975183,-2.8397577,-0.4906364,-0.37607047,-0.34173974,-0.24727808,1.1368421,0.7531638
-0.90213275,0.39181662,0.69684124,3.1288013,0.29990304,-0.8756478,0.21853872,-0.25222644,5.3224883,3.8333342
-0.73015106,-0.9850347,0.6987957,0.38448766,0.09969588,0.81557393,0.26086137,-0.038277388,3.2038279,2.6888506
-0.8684249,-0.19194353,0.5056915,0.56463605,-0.021389436,0.2715638,-0.380259,-0.37478825,1.2918661,0.67526174
0.25036156,-0.59573483,0.51183116,-2.2249532,0.7656197,0.5311569,0.2474966,0.37893072,4.185646,3.2669725
0.7614219,-0.7803719,0.819286,-0.47943905,0.004813707,-0.31519377,0.21471988,0.035835933,2.3511963,1.7875929
-0.56017077,-0.14698386,0.20728981,-1.8120748,-0.5181136,-0.106692694,-0.3680736,0.01085639,0.4909091,0.14046675
-0.68403816,-0.71736073,0.8440925,-0.12963337,0.8831839,-0.04317112,-0.0035385133,0.06653948,2.5837321,2.0899777
0.5758505,0.9156567,0.3553623,-2.1117685,0.7611711,0.728672,-0.16391759,0.11259661,0.41339713,0.21161243
0.123636246,0.7326188,0.15597439,-2.4382668,-0.40762344,-0.054325137,-0.29482308,0.10868154,1.5502392,1.2344795
-0.88375187,-0.5244554,1.2941235,-1.030886,0.48650506,0.6080084,0.095973305,0.01613679,3.6688995,2.9689841
-0.9065075,-0.8644811,0.02969122,-0.34101075,-0.23547412,-0.27395955,0.21941876,-0.15353088,1.5502392,1.1928763
-0.7271935,-0.13107848,1.4974526,-2.2260733,-0.8747125,-0.23181528,0.29911676,-0.06380134,1.0334928,0.72323
-0.6816046,-0.1847068,0.17679,2.4355383,0.5105075,-0.6416246,0.07640052,-0.12684913,3.4105263,2.684881
0.28129983,0.39175308,0.18982029,2.5938635,0.05008757,-0.22396852,0.36041385,0.22450343,1.2660288,0.94953346
-0.3956746,-0.11677289,0.6571388,-0.15115966,-0.64643073,-0.6344814,-0.38793182,0.12687574,1.7827752,1.329882
-0.91456914,0.068069816,0.029528022,0.09105465,-0.5782214,0.323118,-0.17282496,0.32542378,0.7751196,0.5692067
-0.8243371,-0.1456635,0.23152626,1.5523796,0.27529046,-0.86339617,-0.3041037,-0.08890195,2.7645934,2.1485322
-0.017718196,-0.48276377,0.86708367,-3.097683,0.26542047,0.6521924,0.24625568,-0.082124665,3.2038279,2.4371657
-0.29668295,0.19620669,1.6803242,-2.647221,-0.505071,-0.69116026,-0.23606525,-0.20430136,1.2918661,0.733201
0.1426444,-0.22639775,0.15118301,-2.576277,0.16233726,0.44903353,0.09312286,0.08771711,1.8086125,1.4744575
0.47430432,-0.9384434,0.87407744,-2.9128914,0.23407917,0.4407321,0.10345798,-0.3571287,2.6612442,2.0555665
0.7894207,0.36106813,0.36528146,1.5959445,-0.010001099,-0.23158203,0.3294766,-0.35493398,2.6095693,2.1152039
0.7448336,-0.9661726,0.98793364,-1.898799,0.26956287,0.78498966,-0.27629003,0.29985818,5.3224883,3.9366786
-0.15007496,-0.3235035,0.13965881,1.9663327,-0.09934601,-0.44570878,-0.04477501,0.21894789,0.3617225,0.09882847
0.76303506,-0.056286335,0.6119925,-0.76735216,-0.23857176,-0.11635058,0.16692963,-0.23574463,2.1186602,1.7474067
-0.6612252,-0.72730374,1.3594537,-0.8368562,0.31484124,0.814739,0.15580593,0.2929298,4.4440193,3.6149435
0.51840127,-0.91076195,1.9715934,0.7956593,-0.65024406,0.45562276,0.12844615,-0.26429114,3.1263158,2.6972678
-0.6677995,-0.985049,0.4965397,-1.176537,-0.85649645,-0.28967544,-0.18379875,0.28629598,2.5837321,1.9066405
-0.8694223,0.37737632,0.2783743,1.6588366,0.64832133,-0.6380401,0.177417,-0.29384422,4.831579,4.088637
-0.06482887,-0.7347269,1.0590515,2.1505265,-0.29797593,0.25703415,-0.09487452,-0.14002495,1.3435407,1.0361984
-0.39692736,-0.10716581,0.47153223,-1.7066537,0.43802756,0.098457664,0.06607538,0.13614058,2.0669856,1.6359481
-0.24374878,0.19989777,1.115185,0.81099385,-0.69673747,-0.04538791,-0.21172614,-0.39430887,2.816268,2.1415377
0.163921,-0.18049729,0.9317665,-2.0559268,-0.24753216,-0.16817515,0.07903776,0.30656353,1.1368421,0.8248898
-0.9624729,0.5823474,1.3635426,0.6602001,0.7249189,-0.1350917,0.17538309,-0.3090894,3.0488038,2.504703
-0.24781883,-0.3619268,1.4537712,-1.1560122,0.31609276,0.10153513,0.2894623,-0.11991759,1.7569379,1.4574546
-0.84675634,-0.6294031,0.58033466,2.775921,0.35915056,-0.42133704,-0.19190831,-0.31254745,2.89378,2.2725368
-0.9736253,0.706916,0.09733522,2.8275573,-0.5039454,0.38040107,-0.124534704,0.22439003,1.1110048,0.82563245
-0.18237269,0.4401828,1.3791562,-0.5173983,-0.65223664,0.75808173,-0.07425471,0.08796044,2.7129188,2.0900617
-0.96217537,0.8258306,1.5460134,1.503612,0.41285482,-0.1812419,0.019086028,0.11577167,4.133971,3.1647656
0.87125146,-0.114574194,0.17133665,1.2347273,0.14922588,0.7829651,-0.10694986,-0.39434505,1.7827752,1.4649415
0.2310524,0.8716061,0.55239224,2.41599,-0.12206432,-0.31847143,-0.19536458,-0.21463071,3.384689,2.6379943
-0.3627925,-0.10132861,1.9892529,-2.6095355,-0.22585744,0.7863372,0.15452123,0.070030786,4.185646,2.8211648
0.9469435,-0.2843176,1.0804242,2.301579,-0.045518372,-0.62085253,0.0693924,-0.19325852,1.8602871,1.4954629
0.85061264,0.88890374,1.7366761,2.4793863,-0.32287937,0.50668216,0.0024439811,-0.10792871,1.8344498,1.2596111
0.22353375,0.8776659,1.5724273,-2.4854836,-0.54173183,0.23460756,-0.10173073,0.22649841,1.2918661,0.98988783
-0.2813183,0.69122815,0.8292022,1.8090922,-0.21942529,-0.14990833,-0.30659533,-0.0060593127,2.5578947,1.9834744
-0.941713,-0.40834212,1.4138938,-1.1401151,-0.85653824,-0.17196585,0.25800395,-0.16448255,1.0593301,0.7999279
-0.08695626,0.5157162,1.4289635,-1.6097181,-0.12622003,-0.14059271,-0.22150822,0.35073447,2.092823,0.33077335
0.9863428,-0.48143804,0.29584002,-0.24702859,0.77867305,-0.6126945,-0.38846517,-0.19914389,1.3177034,0.9346596
-0.8538904,-0.31517673,0.14318371,-2.293304,0.8749903,-0.58351284,-0.10084672,-0.014031887,3.7980862,3.1236744
0.6880566,-0.86055386,1.3065363,-0.38677663,0.69889,0.16175039,-0.29934174,-0.25898996,2.5578947,1.6901786
0.1132679,0.83098185,0.1425122,2.0158863,0.049985003,-0.17419724,0.11179695,0.20735244,2.1186602,1.628767
-0.92597246,-0.75354743,0.7673371,0.4894923,-0.57386684,0.46801114,0.26958677,-0.101528645,1.8861244,1.4395461
-0.5747163,0.16619825,1.6537505,-1.887348,-0.8245556,0.365521,0.29919273,0.36159983,2.6354067,1.927146
-0.87374246,0.41668117,1.400765,-2.147362,0.8275345,0.15007593,0.24566317,0.3708139,4.676555,3.7267928
0.124474645,-0.92050934,0.65577614,0.6536859,-0.4021023,-0.5817085,0.10592041,-0.11577787,1.2918661,0.87740415
0.6759087,0.7671783,1.745441,-1.3670758,-0.2902132,-0.6959434,0.2768099,0.22739354,2.89378,2.1858535
0.82020843,-0.75575435,1.0664743,0.42489508,0.18845361,-0.19648832,-0.21973029,-0.3703423,2.480383,1.8736538
0.03975141,-0.44103086,1.0701653,2.7103505,0.05134295,-0.61128217,-0.26646948,0.16144633,0.56842107,0.24365216
0.19751644,0.74998415,0.3827529,0.7147961,-0.72939324,0.64437133,-0.10106506,0.09603538,2.4545455,1.7850747
0.018277407,-0.8490447,1.9613281,1.217522,-0.035288323,-0.47503453,0.24775214,0.23694792,0.80095696,0.56856346
-0.958506,0.3477788,0.54231024,2.3191504,0.029765867,0.58232206,-0.3430216,0.3611926,1.8086125,1.1329569
0.5859091,-0.1385628,0.18628037,1.2513142,0.55157286,-0.66640854,0.27188435,-0.017975092,1.3435407,0.9935101
-0.12681484,-0.34973252,1.0603532,0.115604706,-0.6386113,0.6767745,-0.11142912,-0.36112413,2.5320575,2.1076407
0.7364925,-0.3701322,1.2284882,1.7873958,0.52684313,-0.029184364,0.19330588,0.2780563,0.64593303,0.23823676
-0.8204963,-0.044440627,1.2944639,1.9880164,0.004002821,0.19770509,0.31094906,-0.3802789,2.6612442,2.2232056
0.10105181,0.24647343,0.19457388,2.0384388,0.65479803,-0.3712909,0.19116683,0.3872117,1.8602871,1.5092299
0.7592213,-0.5221621,0.04404497,-2.8010416,-0.22744553,-0.88795847,-0.23116092,-0.3905776,2.738756,2.255328
0.88375425,0.5807649,1.6628069,1.3407221,0.49276727,0.32662374,-0.33226523,0.24175072,1.9636364,1.2472433
0.34124088,-0.021365404,0.95837474,2.1084065,0.15415524,0.48206085,-0.17727299,-0.1933641,0.7492823,0.4717496
-0.5277537,0.06752014,0.5891155,-0.4320448,0.5040214,-0.44870007,0.24267426,-0.048558332,1.7827752,1.4315634
0.024137259,-0.64894164,0.6484262,-1.3842518,-0.41455427,-0.46702257,0.23346983,-0.37769848,0.723445,0.3069569
-0.68440413,-0.7364949,0.4525864,-2.0047793,0.8738793,-0.6521743,0.015459299,0.10940075,3.617225,2.724844
0.81937253,-0.7770796,0.6615088,-0.26766843,0.2528898,0.03881532,0.21120854,-0.20640016,2.0669856,1.4812424
0.08142507,-0.657387,0.36851287,2.3425019,-0.24032614,0.8522698,0.17323743,-0.39368415,2.1961722,1.8071706
0.83518434,0.37342322,0.4897033,-0.8668658,0.62767285,0.7243574,-0.25444555,-0.16535102,1.2918661,0.9628674
-0.57670236,0.8396759,1.1216465,2.4979045,0.7349173,0.46528623,-0.3771882,-0.20421743,3.617225,2.661992
-0.97843564,0.46468496,0.29360867,1.9054854,-0.6379963,0.040399645,-0.1497777,0.0136055,1.2918661,0.983038
-0.65428805,0.13105011,1.56535,2.4505768,0.73720855,-0.6566526,-0.09625673,0.112158395,4.909091,3.9156938
0.16593921,0.5361514,0.89346504,1.8125272,-0.40045518,0.09722289,0.16144276,-0.31810436,2.2736843,1.7355778
-0.7104137,-0.21833622,1.2474626,-1.8883218,0.4637992,0.011297035,0.19348936,0.36499292,3.7205741,3.1278195
0.70916426,0.687549,1.7965127,-1.3862491,0.3707727,0.6061791,0.2426054,0.2042294,3.9531102,2.1969945
0.92536426,0.8496959,0.74619794,-3.0160427,-0.031608332,0.6974608,-0.25575405,-0.19350767,1.44689,0.8235529
-0.6708249,0.19106555,1.6697749,2.7946386,0.74969447,-0.11655711,0.0027621747,0.30048653,4.7023926,3.6101623
-0.5977714,-0.7819798,1.8867612,-1.8665247,-0.6274486,0.060039103,0.39967236,-0.35715207,3.1263158,1.8346016
0.7826948,0.27545846,0.05094385,-0.25115266,-0.785166,-0.8165318,-0.29432294,0.049613763,4.9349284,3.8717093
0.47548366,0.7607925,1.7079545,1.7817308,0.222555,0.42022908,-0.13924332,-0.28846216,2.6612442,1.5923271
0.65722585,-0.7311642,1.1206846,-0.9102165,-0.09943281,-0.7321924,-0.16249362,0.27546978,2.7129188,1.9293494
-0.9265847,0.9748,1.3806311,-0.1958286,0.35382563,0.20587273,0.03793464,-0.21910515,2.092823,1.5898193
0.966846,0.60200346,1.6159997,-1.6933463,-0.3506897,-0.23685654,-0.33879468,-0.22430997,2.3511963,1.863869
-0.23040998,-0.68327415,0.8711294,1.0759093,-0.55014426,-0.22302514,-0.3050952,0.1470108,1.0851675,0.67386377
-0.17069459,-0.74171495,0.7150017,0.9106884,0.3612799,0.6041168,0.12912217,-0.033343792,2.1444976,1.6869755
-0.9078008,-0.8015139,1.34096,1.710908,0.077394605,-0.21516745,-0.094523005,-0.31444627,1.7569379,1.4598739
0.3732493,0.9099487,1.9376717,1.6121243,0.17245166,-0.6443935,-0.3549706,0.09095307,5.141627,3.1605213
-0.7928777,-0.69881153,1.811195,-2.6474798,-0.45022067,-0.2379747,0.006180525,-0.39792857,2.5578947,1.413547
0.25935137,-0.6011609,1.0710112,-1.1992644,-0.43325698,0.44595554,0.27621394,0.12761131,4.2373204,3.1411705
0.7280748,-0.02842927,1.9536692,0.7729788,-0.22854792,0.5220818,0.23936568,-0.32268935,2.7645934,2.1081042
-0.33924878,0.98565066,0.4339242,1.3709291,0.032542277,0.3196442,-0.26477224,0.3915529,1.2401915,0.77990377
-0.9558011,-0.124886274,1.931859,2.3354578,0.3550046,0.12432832,-0.2643074,-0.14502369,3.539713,2.6396036
-0.011578202,0.8891007,1.7538164,-1.5053134,-0.15591413,0.74452156,0.2563017,0.22468758,1.6794258,1.2544134
0.98661053,0.6804354,0.33308256,-0.07055975,-0.36364037,0.44829753,-0.3567864,-0.31368336,4.263158,3.3082943
-0.8592726,-0.39609945,0.92044055,-2.8459322,0.64163804,0.04035169,-0.12458267,0.3353891,4.521531,3.4810226
0.50561476,0.042464614,0.30834842,-0.69663405,0.82614994,-0.7476261,-0.25884014,-0.3699709,1.44689,1.0424949
-0.67773306,-0.890916,1.4620681,3.07623,0.34085158,-0.20456833,0.09839916,0.3590171,3.9789474,3.0363173
0.9182652,-0.29587197,0.41767812,0.16930752,0.45690495,0.03743634,0.33566245,-0.07094579,0.9559809,0.55335706
0.31982183,-0.33274198,0.18038237,3.1150846,-0.14594124,-0.76060504,0.004853821,-0.22489738,3.6688995,1.371138
-0.09516907,0.39564562,0.42086208,-2.3258204,0.80021846,0.6194963,-0.2880833,-0.2732304,1.7569379,1.3924899
0.8250346,0.5969883,1.3220454,-0.4919869,0.46510738,0.0070582866,0.25992903,-0.028323174,1.1885167,0.61756545
-0.4322139,0.75175273,1.3693639,1.1332171,-0.3696868,-0.4673854,0.35856348,0.18248835,3.307177,2.521406
-0.4993931,-0.1708715,1.5505313,-0.7375096,-0.5505874,-0.3205994,0.23053236,-0.04417796,1.3177034,0.679422
-0.36451983,-0.93068826,0.32687736,-1.8934693,-0.8618253,-0.4758523,0.35805413,0.018067027,1.3952153,1.0116459
-0.15113592,-0.9330579,1.1974052,1.4048853,-0.3695629,-0.42428008,0.30056128,0.040783357,0.723445,0.32192093
-0.7353773,0.7941719,1.621755,1.3301797,-0.5957055,0.21893746,-0.2790458,-0.19729595,3.0746412,2.1308913
0.728477,0.8784499,1.9422938,-0.20605339,0.052830826,-0.12070831,-0.3189721,0.07733498,3.772249,2.5175676
-0.64307463,0.21649277,0.9366033,-2.3738883,0.3749697,-0.5841866,-0.22755156,-0.3374043,2.3770335,1.920604
0.7551836,0.6992432,1.9032011,-0.63186115,-0.5765555,-0.0118403435,-0.17457838,0.039290905,4.2373204,3.301751
0.5058236,0.0033483505,1.9941925,-0.8877135,0.5227478,0.66736084,0.21450344,0.051311255,2.8679426,1.9336058
-0.8807187,0.16695607,1.8102608,-2.091555,0.6758522,-0.17138489,-0.11724692,-0.022189284,3.4880383,2.8635364
0.14273334,0.891727,0.04032612,-2.5261395,-0.83601934,0.37627378,-0.28780672,-0.3408501,2.2220097,1.7917012
-0.050626755,-0.9646927,0.24061775,1.9635015,0.4211759,-0.49737543,0.35230985,0.24997821,1.369378,1.0734271
-0.92460334,0.031969547,0.9572673,-0.3351134,0.184183,-0.5131922,0.043541957,0.27034828,1.7052631,1.310854
-0.46439266,-0.14868486,0.5162953,2.7354476,0.5258549,-0.58375627,-0.08968339,0.2045856,2.6095693,2.039159
-0.928491,0.03750515,1.0491935,1.1655872,-0.7298323,-0.03210014,0.13397212,-0.38135764,1.3435407,0.99789286
0.7709509,-0.2857914,0.5913032,0.93381083,0.028800165,0.8208,0.25360724,-0.121652365,1.9636364,1.5382843
0.3825903,-0.035175562,1.0297235,2.523305,-0.6842269,-0.15568389,0.3692405,0.13683577,1.4985646,1.2330147
-0.043584228,-0.8864124,0.49933445,-0.016158855,0.37391323,-0.8182524,-0.04911046,-0.32661968,0.59425837,0.29315194
-0.75430167,0.77530587,1.675337,2.3009057,-0.06583504,-0.034330666,0.021184731,-0.35104162,4.4698567,3.1384268
0.25574875,-0.3252368,0.0021500587,-2.9316206,-0.35427913,0.68704677,0.2258801,0.2545734,2.7129188,2.281517
-0.2505399,0.33361876,0.86705256,1.002689,0.7796683,-0.06662961,-0.12562637,-0.12954354,1.9377991,1.6548197
0.3173182,-0.73591924,0.56005704,-2.3090324,0.8054695,-0.5611565,0.06812363,-0.39427444,1.3177034,0.8611818
-0.16434467,-0.4710567,0.6916598,-1.6773189,0.60318655,0.08255828,0.31770125,0.3262281,3.1779904,2.5324168
-0.8515029,0.64649916,1.961808,-2.7508774,-0.1918894,-0.7196316,0.33167335,0.33566245,3.5138757,2.4038172
0.23568797,0.79590905,1.7531209,2.5204575,0.4418937,-0.6022568,-0.01345954,0.32901952,3.9789474,3.072888
0.1475141,0.5641329,0.3522054,-2.984317,0.8830417,-0.68591815,0.36067396,0.084830046,3.539713,2.7494116
-0.65395725,-0.9526614,0.3224224,0.5368161,0.45598903,-0.36298257,0.02238307,0.06882868,1.9636364,1.4267732
-0.28988528,0.7167089,0.15561926,2.186952,-0.25018412,-0.12226453,-0.31754002,0.296369,1.6019139,1.2875061
-0.2587303,-0.12675321,1.17449,-0.7674829,0.0063886996,-0.35221383,-0.22604923,-0.017062187,0.82679427,0.32600576
-0.45898628,0.93229234,0.23673987,-0.10245239,-0.15336956,0.1016687,-0.3881002,0.08469596,1.4210527,1.0928987
-0.01959467,-0.59813905,1.0612291,2.7217014,0.5629501,0.5271041,-0.22611766,-0.08097954,2.170335,1.8225313
0.5192094,0.08523989,1.7409583,-2.719498,0.7725253,0.77757347,-0.023995925,-0.25989595,3.1263158,2.3548133
-0.09999335,-0.94800687,0.6206881,1.3247257,-0.2477241,0.047083497,0.33406693,0.27904412,1.5244019,1.2729102
-0.8834107,-0.25822258,1.5198451,-1.4995842,-0.43482363,0.40904588,-0.19849244,0.31303215,3.4363637,2.7153769
-0.18807864,0.6745839,0.17935646,1.2531391,0.16514446,0.7217248,0.15711288,-0.1430233,0.7492823,0.5018223
-0.6418859,-0.08434975,1.4783945,2.6162214,0.34035867,-0.56659377,0.05510173,0.060697127,3.9014354,3.0296128
